location,type,starttime,endtime,coords
Den Haag-Rotterdam; Rotterdam-Dordrecht,defecte trein,2018-02-05 19:10,2018-02-05 20:44,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Leiden-Rotterdam,aanrijding met een persoon,2018-02-02 17:49,2018-02-02 23:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag HS; Leiden-Den Haag C,defecte trein,2018-02-02 12:01,2018-02-02 12:12,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}, 'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Den Haag-Rotterdam; Leiden-Rotterdam,defecte trein,2018-02-02 08:06,2018-02-02 09:15,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2018-01-24 19:36,2018-01-24 19:55,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2018-01-23 15:17,2018-01-23 15:17,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte bovenleiding,2018-01-18 09:11,2018-01-18 10:23,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,de weersomstandigheden,2018-01-18 05:51,2018-01-18 07:11,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag C,seinstoring,2018-01-16 19:14,2018-01-16 20:14,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2018-01-15 21:03,2018-01-15 22:16,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2018-01-15 20:14,2018-01-15 20:16,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2018-01-14 16:16,2018-01-14 16:58,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Amsterdam-Schiphol-Rotterdam (HSL); Den Haag-Rotterdam-Dordrecht,uitloop van werkzaamheden,2018-01-14 05:07,2018-01-14 13:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2018-01-11 10:19,2018-01-11 11:14,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2018-01-10 17:53,2018-01-10 18:39,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,verstoring elders,2018-01-10 08:54,2018-01-10 11:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Gouda Goverwelle,defect spoor,2018-01-09 08:02,2018-01-09 08:51,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,verstoring elders,2018-01-07 10:05,2018-01-07 11:15,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2018-01-06 08:26,2018-01-06 09:14,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,de weersomstandigheden,2018-01-03 09:21,2018-01-03 13:30,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-12-29 08:30,2017-12-29 08:40,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag HS; Leiden-Den Haag C,aanrijding met een persoon,2017-12-28 09:14,2017-12-28 12:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}, 'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Leiden-Den Haag C,defecte trein,2017-12-26 13:18,2017-12-26 16:14,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,verstoring elders,2017-12-23 07:33,2017-12-23 08:30,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-12-21 07:15,2017-12-21 08:00,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-12-13 17:31,2017-12-13 19:01,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag C,nog onbekende oorzaak,2017-12-13 16:11,2017-12-13 16:43,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Gouda Goverwelle,eerdere verstoring,2017-12-12 18:34,2017-12-12 20:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,inzet van hulpdiensten,2017-12-12 13:53,2017-12-12 13:56,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Gouda Goverwelle,de weersomstandigheden,2017-12-12 04:45,2017-12-12 10:46,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL),defecte bovenleiding,2017-12-04 20:27,2017-12-04 22:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL),defecte bovenleiding,2017-12-03 12:23,2017-12-03 13:13,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-12-02 22:37,2017-12-02 23:05,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,verstoring elders,2017-12-01 22:01,2017-12-01 22:42,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag HS,brandmelding,2017-12-01 09:42,2017-12-01 09:46,"{'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Den Haag-Rotterdam; Leiden-Rotterdam,aanrijding met een persoon,2017-11-30 10:22,2017-11-30 13:44,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,verstoring elders,2017-11-29 21:37,2017-11-29 22:46,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Eindhoven (HSL),nog onbekende oorzaak,2017-11-27 18:59,2017-11-27 19:59,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Gouda Goverwelle,eerdere verstoring,2017-11-27 17:27,2017-11-27 20:43,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag C,defecte trein,2017-11-27 09:31,2017-11-27 09:38,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL),defecte trein,2017-11-25 15:16,2017-11-25 18:44,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-11-20 06:37,2017-11-20 08:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Rotterdam-Breda (HSL),seinstoring,2017-11-16 08:47,2017-11-16 10:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-11-15 16:52,2017-11-15 18:16,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL),defecte bovenleiding,2017-11-14 18:30,2017-11-14 23:00,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Gouda-Den Haag,wisselstoring,2017-11-13 06:02,2017-11-13 07:33,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag C,aanrijding met een voertuig,2017-11-11 13:55,2017-11-11 16:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-11-10 22:15,2017-11-10 22:22,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Eindhoven (HSL),nog onbekende oorzaak,2017-11-07 11:12,2017-11-07 11:35,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag HS,defecte trein,2017-11-04 10:52,2017-11-04 10:55,"{'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Leiden-Den Haag HS; Leiden-Den Haag C,seinstoring,2017-11-03 22:16,2017-11-03 00:14,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}, 'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Leiden-Den Haag C,verstoring elders,2017-10-31 20:47,2017-10-31 00:46,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,beperkingen in de materieelinzet,2017-10-31 16:57,2017-10-31 19:08,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Gouda Goverwelle,uitloop van werkzaamheden,2017-10-30 05:25,2017-10-30 08:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-10-29 18:55,2017-10-29 20:28,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Leiden-Rotterdam,defecte trein,2017-10-29 09:28,2017-10-29 10:15,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-10-26 07:46,2017-10-26 08:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Leiden-Rotterdam,defecte trein,2017-10-25 11:44,2017-10-25 13:59,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Dordrecht,wisselstoring,2017-10-24 08:01,2017-10-24 10:02,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,stroomstoring,2017-10-24 06:32,2017-10-24 07:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Leiden-Rotterdam,defecte trein,2017-10-22 17:16,2017-10-22 19:33,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Leiden-Rotterdam,aanrijding met een persoon,2017-10-21 21:09,2017-10-21 00:17,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag C,meerdere verstoringen,2017-10-18 19:52,2017-10-18 21:58,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag C,defecte spoorbrug,2017-10-18 19:22,2017-10-18 20:16,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Dordrecht,eerdere verstoring,2017-10-17 18:47,2017-10-17 20:00,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Leiden-Rotterdam,defecte trein,2017-10-17 17:09,2017-10-17 18:30,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,gestrande trein,2017-10-16 17:13,2017-10-16 17:30,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL),defecte bovenleiding,2017-10-11 13:13,2017-10-11 14:45,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte bovenleiding,2017-10-10 11:43,2017-10-10 13:00,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,wisselstoring,2017-10-10 11:37,2017-10-10 12:30,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag C,gestrande trein,2017-10-09 11:15,2017-10-09 11:43,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag C,eerdere verstoring,2017-10-05 07:28,2017-10-05 10:44,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Leiden-Rotterdam,seinstoring,2017-10-03 19:01,2017-10-03 20:30,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Gouda Goverwelle,verstoring elders,2017-10-02 10:44,2017-10-02 12:31,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-09-30 17:34,2017-09-30 18:41,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,dier op het spoor,2017-09-29 13:56,2017-09-29 14:51,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte bovenleiding,2017-09-27 11:48,2017-09-27 12:44,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-09-27 07:13,2017-09-27 07:49,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Leiden-Rotterdam,defecte trein,2017-09-26 07:30,2017-09-26 08:30,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Den Haag-Rotterdam-Breda (HSL),defecte trein,2017-09-25 13:35,2017-09-25 13:58,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,persoon langs het spoor,2017-09-21 18:23,2017-09-21 19:59,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Rotterdam; Den Haag-Rotterdam-Dordrecht,defecte trein,2017-09-21 07:31,2017-09-21 08:45,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Leiden-Rotterdam,defecte trein,2017-09-20 08:48,2017-09-20 09:16,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Leiden-Rotterdam,defecte trein,2017-09-20 07:31,2017-09-20 08:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Gouda Goverwelle,defecte trein,2017-09-19 12:20,2017-09-19 12:22,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-09-18 09:31,2017-09-18 09:38,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL),defecte bovenleiding,2017-09-15 11:29,2017-09-15 12:48,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-09-14 07:07,2017-09-14 07:44,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL),eerdere verstoring,2017-09-13 10:47,2017-09-13 12:14,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-09-13 08:39,2017-09-13 08:41,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL),defecte trein,2017-09-11 09:28,2017-09-11 10:14,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL),defecte bovenleiding,2017-09-10 10:10,2017-09-10 12:28,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,seinstoring,2017-09-08 17:27,2017-09-08 20:32,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Gouda Goverwelle,wisselstoring,2017-09-07 13:00,2017-09-07 21:00,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,seinstoring,2017-09-06 09:47,2017-09-06 11:59,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,herstelwerkzaamheden,2017-09-03 22:57,2017-09-03 05:02,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag Centraal,hinder op het spoor,2017-09-03 08:33,2017-09-03 08:37,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-09-02 14:32,2017-09-02 15:59,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL),defecte trein,2017-09-01 15:02,2017-09-01 15:59,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag C,sein-en wisselstoring,2017-09-01 12:45,2017-09-01 17:14,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL),defecte bovenleiding,2017-08-31 17:24,2017-08-31 18:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defect spoor,2017-08-31 15:15,2017-08-31 20:32,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Eindhoven (HSL),eerdere verstoring,2017-08-29 20:57,2017-08-29 00:45,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL),defecte trein,2017-08-29 18:35,2017-08-29 20:46,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,wisselstoring,2017-08-29 09:11,2017-08-29 12:30,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Dordrecht,eerdere verstoring,2017-08-28 14:00,2017-08-28 18:44,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Gouda Goverwelle,wisselstoring,2017-08-28 13:58,2017-08-28 14:44,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Dordrecht,wisselstoring,2017-08-28 06:19,2017-08-28 10:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,wisselstoring,2017-08-24 09:08,2017-08-24 10:28,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-08-22 13:38,2017-08-22 16:48,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-08-15 17:07,2017-08-15 17:23,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Leiden-Rotterdam,aanrijding,2017-08-12 23:18,2017-08-12 00:58,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,verstoring elders,2017-08-11 06:46,2017-08-11 08:45,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,herstelwerkzaamheden,2017-08-10 06:10,2017-08-10 06:59,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,wisselstoring,2017-08-09 15:41,2017-08-09 17:14,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Leiden-Rotterdam,defecte trein,2017-08-06 14:43,2017-08-06 16:14,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Leiden-Rotterdam,defecte bovenleiding,2017-08-04 11:48,2017-08-04 12:04,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-08-03 07:52,2017-08-03 08:04,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,inzet van hulpdiensten,2017-08-01 14:26,2017-08-01 15:16,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte bovenleiding,2017-08-01 10:09,2017-08-01 10:46,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-07-31 13:29,2017-07-31 13:33,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,gestrande trein,2017-07-23 19:30,2017-07-23 20:25,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,werkzaamheden,2017-07-23 04:41,2017-07-23 07:39,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,onverwachte werkzaamheden,2017-07-21 19:42,2017-07-21 21:40,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag HS; Amsterdam-Haarlem-Dordrecht; Leiden-Rotterdam,gestrande trein,2017-07-20 18:23,2017-07-20 19:30,"{'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Den Haag-Rotterdam; Den Haag-Rotterdam-Breda (HSL),defecte trein,2017-07-20 17:37,2017-07-20 18:26,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Leiden-Rotterdam,defecte trein,2017-07-20 07:31,2017-07-20 08:28,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,uitloop van werkzaamheden,2017-07-20 05:16,2017-07-20 05:58,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,werkzaamheden,2017-07-20 00:04,2017-07-20 01:15,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-07-19 19:52,2017-07-19 22:01,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,eerdere verstoring,2017-07-16 21:09,2017-07-16 00:32,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-07-13 17:07,2017-07-13 18:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte trein,2017-07-11 11:51,2017-07-11 12:14,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Dordrecht,defecte trein,2017-07-11 07:30,2017-07-11 08:30,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag C; Leiden-Den Haag HS,herstelwerkzaamheden,2017-07-06 10:58,2017-07-06 11:30,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}, 'Den Haag HS': {'latitude': 52.069722, 'longitude': 4.321667}}"
Den Haag Centraal,eerdere verstoring,2017-07-04 10:32,2017-07-04 20:02,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,persoon op het spoor,2017-06-29 06:24,2017-06-29 06:43,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Leiden-Rotterdam,onverwachte werkzaamheden,2017-06-22 09:57,2017-06-22 11:00,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Leiden-Rotterdam; Den Haag-Rotterdam-Breda (HSL),inzet van hulpdiensten,2017-06-22 06:00,2017-06-22 06:59,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Amsterdam-Haarlem-Dordrecht; Den Haag-Rotterdam-Dordrecht,defecte trein,2017-06-20 16:07,2017-06-20 17:44,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,uitloop van werkzaamheden,2017-06-20 06:12,2017-06-20 07:02,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag C,seinstoring,2017-06-19 18:18,2017-06-19 19:36,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,verstoring elders,2017-06-18 14:15,2017-06-18 14:22,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Leiden-Rotterdam,onverwachte werkzaamheden,2017-06-14 14:41,2017-06-14 16:23,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,persoon op het spoor,2017-06-13 14:41,2017-06-13 14:58,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,inzet van hulpdiensten,2017-06-11 19:38,2017-06-11 19:45,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte bovenleiding,2017-06-10 20:28,2017-06-10 22:30,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,defecte bovenleiding,2017-06-06 19:46,2017-06-06 22:55,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam; Leiden-Rotterdam,seinstoring,2017-06-06 05:53,2017-06-06 08:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Rotterdam; Den Haag-Rotterdam-Dordrecht,sein-en wisselstoring,2017-06-05 13:27,2017-06-05 17:28,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,inzet van de brandweer,2017-05-31 22:29,2017-05-31 01:46,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Breda (HSL); Rotterdam-Breda (HSL),wisselstoring,2017-05-29 17:24,2017-05-29 20:29,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag C; Haarlem-Leiden,overwegstoring,2017-05-26 17:06,2017-05-26 18:58,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam-Eindhoven (HSL),beperkingen in de materieelinzet,2017-05-26 05:29,2017-05-26 12:03,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,eerdere verstoring,2017-05-25 09:15,2017-05-25 00:19,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Leiden-Den Haag C,inzet van de politie,2017-05-23 17:05,2017-05-23 17:12,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Den Haag-Rotterdam,wisselstoring,2017-05-23 14:02,2017-05-23 14:30,"{'Den Haag Centraal': {'latitude': 52.081667, 'longitude': 4.329167}}"
Rijswijk,inzet van de politie,2017-05-23 09:39,2017-05-23 17:31,"{'Rijswijk': {'latitude': 52.039444, 'longitude': 4.319722}}"
