,K097,21,22,81,82,101,102,111
74003,2017-02-09 20:45:00,16.0,19.0,51.0,29.0,3.0,24.0,17.0
74004,2017-02-09 21:00:00,12.0,21.0,41.0,25.0,2.0,26.0,30.0
74005,2017-02-09 21:15:00,22.0,28.0,51.0,19.0,1.0,34.0,21.0
74006,2017-02-09 21:30:00,17.0,25.0,47.0,26.0,2.0,24.0,19.0
74007,2017-02-09 21:45:00,17.0,26.0,43.0,27.0,2.0,24.0,23.0
74008,2017-02-09 22:00:00,20.0,23.0,36.0,29.0,1.0,24.0,23.0
74009,2017-02-09 22:15:00,15.0,26.0,45.0,25.0,2.0,30.0,17.0
74010,2017-02-09 22:30:00,15.0,20.0,37.0,26.0,0.0,20.0,13.0
74011,2017-02-09 22:45:00,13.0,21.0,29.0,21.0,1.0,26.0,17.0
74012,2017-02-09 23:00:00,9.0,10.0,21.0,18.0,1.0,30.0,14.0
74013,2017-02-09 23:15:00,6.0,6.0,26.0,20.0,0.0,20.0,12.0
74014,2017-02-09 23:30:00,11.0,13.0,29.0,16.0,0.0,11.0,15.0
74015,2017-02-09 23:45:00,7.0,7.0,21.0,12.0,2.0,16.0,11.0
74016,2017-02-10 00:00:00,4.0,6.0,9.0,9.0,1.0,23.0,7.0
74017,2017-02-10 00:15:00,3.0,6.0,20.0,17.0,0.0,14.0,5.0
74018,2017-02-10 00:30:00,4.0,8.0,10.0,10.0,1.0,13.0,3.0
74019,2017-02-10 00:45:00,1.0,0.0,5.0,5.0,1.0,6.0,4.0
74020,2017-02-10 01:00:00,5.0,6.0,9.0,12.0,1.0,9.0,3.0
74021,2017-02-10 01:15:00,4.0,4.0,7.0,6.0,0.0,12.0,3.0
74022,2017-02-10 01:30:00,2.0,1.0,11.0,9.0,0.0,8.0,2.0
74023,2017-02-10 01:45:00,1.0,1.0,3.0,3.0,0.0,8.0,5.0
74024,2017-02-10 02:00:00,0.0,1.0,10.0,4.0,0.0,4.0,1.0
74025,2017-02-10 02:15:00,0.0,0.0,7.0,7.0,0.0,7.0,1.0
74026,2017-02-10 02:30:00,0.0,1.0,4.0,2.0,0.0,2.0,2.0
74027,2017-02-10 02:45:00,1.0,2.0,3.0,4.0,0.0,5.0,0.0
74028,2017-02-10 03:00:00,2.0,3.0,5.0,4.0,0.0,2.0,0.0
74029,2017-02-10 03:15:00,2.0,2.0,4.0,5.0,0.0,6.0,1.0
74030,2017-02-10 03:30:00,3.0,3.0,5.0,4.0,0.0,7.0,2.0
74031,2017-02-10 03:45:00,2.0,2.0,4.0,6.0,0.0,4.0,2.0
74032,2017-02-10 04:00:00,3.0,2.0,1.0,1.0,0.0,3.0,0.0
74033,2017-02-10 04:15:00,2.0,5.0,3.0,3.0,0.0,6.0,1.0
74034,2017-02-10 04:30:00,4.0,5.0,6.0,6.0,0.0,3.0,1.0
74035,2017-02-10 04:45:00,5.0,6.0,6.0,6.0,0.0,10.0,1.0
74036,2017-02-10 05:00:00,6.0,5.0,10.0,12.0,1.0,6.0,1.0
74037,2017-02-10 05:15:00,5.0,8.0,15.0,8.0,1.0,9.0,2.0
74038,2017-02-10 05:30:00,9.0,14.0,18.0,5.0,1.0,14.0,2.0
74039,2017-02-10 05:45:00,8.0,8.0,20.0,15.0,0.0,14.0,3.0
74040,2017-02-10 06:00:00,8.0,16.0,16.0,14.0,1.0,9.0,3.0
74041,2017-02-10 06:15:00,16.0,27.0,32.0,19.0,0.0,12.0,4.0
74042,2017-02-10 06:30:00,27.0,41.0,33.0,10.0,0.0,24.0,4.0
74043,2017-02-10 06:45:00,24.0,51.0,36.0,11.0,1.0,51.0,8.0
74044,2017-02-10 07:00:00,42.0,46.0,33.0,16.0,2.0,30.0,7.0
74045,2017-02-10 07:15:00,43.0,49.0,48.0,16.0,2.0,36.0,13.0
74046,2017-02-10 07:30:00,52.0,59.0,37.0,20.0,3.0,62.0,15.0
74047,2017-02-10 07:45:00,65.0,63.0,43.0,22.0,4.0,83.0,20.0
74048,2017-02-10 08:00:00,78.0,76.0,52.0,23.0,2.0,75.0,19.0
74049,2017-02-10 08:15:00,78.0,71.0,55.0,29.0,1.0,68.0,33.0
74050,2017-02-10 08:30:00,70.0,71.0,60.0,26.0,1.0,77.0,21.0
74051,2017-02-10 08:45:00,51.0,63.0,73.0,35.0,4.0,83.0,23.0
74052,2017-02-10 09:00:00,40.0,66.0,57.0,19.0,2.0,85.0,21.0
74053,2017-02-10 09:15:00,55.0,62.0,77.0,44.0,7.0,54.0,31.0
74054,2017-02-10 09:30:00,28.0,46.0,60.0,28.0,3.0,81.0,26.0
74055,2017-02-10 09:45:00,49.0,54.0,65.0,33.0,0.0,73.0,24.0
74056,2017-02-10 10:00:00,37.0,55.0,54.0,32.0,4.0,86.0,27.0
74057,2017-02-10 10:15:00,39.0,40.0,63.0,23.0,1.0,57.0,27.0
74058,2017-02-10 10:30:00,36.0,50.0,73.0,30.0,5.0,59.0,19.0
74059,2017-02-10 10:45:00,25.0,47.0,89.0,38.0,3.0,77.0,27.0
74060,2017-02-10 11:00:00,34.0,49.0,67.0,30.0,0.0,62.0,29.0
74061,2017-02-10 11:15:00,33.0,45.0,78.0,48.0,4.0,71.0,29.0
74062,2017-02-10 11:30:00,30.0,58.0,76.0,48.0,2.0,63.0,33.0
74063,2017-02-10 11:45:00,32.0,54.0,79.0,38.0,3.0,70.0,29.0
74064,2017-02-10 12:00:00,27.0,47.0,79.0,45.0,3.0,70.0,32.0
74065,2017-02-10 12:15:00,24.0,47.0,88.0,46.0,1.0,57.0,38.0
74066,2017-02-10 12:30:00,39.0,50.0,87.0,41.0,2.0,72.0,34.0
74067,2017-02-10 12:45:00,43.0,46.0,83.0,60.0,2.0,60.0,30.0
74068,2017-02-10 13:00:00,37.0,56.0,64.0,49.0,6.0,59.0,40.0
74069,2017-02-10 13:15:00,43.0,54.0,70.0,31.0,4.0,84.0,29.0
74070,2017-02-10 13:30:00,45.0,47.0,94.0,59.0,2.0,72.0,37.0
74071,2017-02-10 13:45:00,42.0,43.0,82.0,49.0,5.0,57.0,23.0
74072,2017-02-10 14:00:00,45.0,47.0,88.0,50.0,1.0,82.0,34.0
74073,2017-02-10 14:15:00,42.0,42.0,87.0,47.0,2.0,66.0,49.0
74074,2017-02-10 14:30:00,41.0,58.0,106.0,38.0,6.0,65.0,42.0
74075,2017-02-10 14:45:00,42.0,56.0,87.0,43.0,5.0,70.0,25.0
74076,2017-02-10 15:00:00,30.0,58.0,88.0,53.0,8.0,59.0,45.0
74077,2017-02-10 15:15:00,43.0,41.0,89.0,47.0,4.0,94.0,28.0
74078,2017-02-10 15:30:00,34.0,44.0,110.0,41.0,6.0,69.0,52.0
74079,2017-02-10 15:45:00,23.0,53.0,102.0,56.0,7.0,74.0,44.0
74080,2017-02-10 16:00:00,32.0,56.0,91.0,52.0,1.0,60.0,42.0
74081,2017-02-10 16:15:00,32.0,42.0,99.0,47.0,3.0,67.0,45.0
74082,2017-02-10 16:30:00,42.0,48.0,100.0,42.0,2.0,70.0,40.0
74083,2017-02-10 16:45:00,36.0,50.0,98.0,51.0,9.0,72.0,51.0
74084,2017-02-10 17:00:00,36.0,44.0,126.0,51.0,1.0,64.0,57.0
74085,2017-02-10 17:15:00,28.0,53.0,88.0,48.0,1.0,79.0,69.0
74086,2017-02-10 17:30:00,30.0,46.0,92.0,44.0,0.0,52.0,53.0
74087,2017-02-10 17:45:00,35.0,43.0,91.0,46.0,1.0,72.0,54.0
74088,2017-02-10 18:00:00,30.0,44.0,74.0,41.0,4.0,65.0,46.0
74089,2017-02-10 18:15:00,26.0,39.0,71.0,35.0,1.0,60.0,51.0
74090,2017-02-10 18:30:00,35.0,46.0,46.0,26.0,3.0,56.0,39.0
74091,2017-02-10 18:45:00,31.0,36.0,55.0,24.0,1.0,46.0,32.0
74092,2017-02-10 19:00:00,37.0,42.0,52.0,27.0,2.0,52.0,29.0
74093,2017-02-10 19:15:00,30.0,34.0,55.0,33.0,1.0,52.0,26.0
74094,2017-02-10 19:30:00,20.0,34.0,52.0,24.0,0.0,40.0,32.0
74095,2017-02-10 19:45:00,25.0,24.0,39.0,14.0,1.0,42.0,26.0
74096,2017-02-10 20:00:00,30.0,36.0,50.0,31.0,0.0,22.0,23.0
74097,2017-02-10 20:15:00,17.0,32.0,39.0,29.0,0.0,33.0,30.0
74098,2017-02-10 20:30:00,17.0,24.0,39.0,28.0,0.0,44.0,24.0
74099,2017-02-10 20:45:00,25.0,27.0,44.0,29.0,1.0,25.0,22.0
74100,2017-02-10 21:00:00,16.0,22.0,40.0,18.0,0.0,26.0,17.0
74101,2017-02-10 21:15:00,7.0,9.0,56.0,27.0,0.0,30.0,23.0
74102,2017-02-10 21:30:00,18.0,19.0,38.0,20.0,0.0,35.0,18.0
74103,2017-02-10 21:45:00,20.0,20.0,48.0,37.0,0.0,29.0,18.0
74104,2017-02-10 22:00:00,18.0,18.0,31.0,23.0,0.0,35.0,16.0
74105,2017-02-10 22:15:00,19.0,23.0,48.0,27.0,1.0,37.0,23.0
74106,2017-02-10 22:30:00,26.0,35.0,40.0,32.0,0.0,25.0,19.0
74107,2017-02-10 22:45:00,22.0,29.0,42.0,25.0,1.0,21.0,13.0
74108,2017-02-10 23:00:00,13.0,21.0,40.0,36.0,0.0,21.0,13.0
74109,2017-02-10 23:15:00,26.0,28.0,40.0,25.0,0.0,23.0,16.0
74110,2017-02-10 23:30:00,21.0,20.0,34.0,27.0,2.0,27.0,20.0
74111,2017-02-10 23:45:00,10.0,14.0,40.0,29.0,1.0,25.0,13.0
74112,2017-02-11 00:00:00,9.0,11.0,28.0,18.0,0.0,11.0,14.0
74113,2017-02-11 00:15:00,14.0,15.0,18.0,15.0,0.0,24.0,10.0
74114,2017-02-11 00:30:00,10.0,11.0,26.0,17.0,0.0,12.0,10.0
74115,2017-02-11 00:45:00,8.0,8.0,30.0,23.0,0.0,20.0,8.0
74116,2017-02-11 01:00:00,8.0,10.0,19.0,15.0,0.0,18.0,5.0
74117,2017-02-11 01:15:00,8.0,10.0,13.0,11.0,0.0,13.0,4.0
74118,2017-02-11 01:30:00,7.0,8.0,25.0,21.0,0.0,7.0,5.0
74119,2017-02-11 01:45:00,3.0,4.0,17.0,12.0,0.0,9.0,2.0
74120,2017-02-11 02:00:00,1.0,3.0,22.0,13.0,0.0,17.0,3.0
74121,2017-02-11 02:15:00,7.0,5.0,12.0,9.0,0.0,10.0,7.0
74122,2017-02-11 02:30:00,5.0,6.0,6.0,6.0,0.0,9.0,3.0
74123,2017-02-11 02:45:00,4.0,3.0,13.0,15.0,0.0,10.0,1.0
74124,2017-02-11 03:00:00,3.0,3.0,15.0,11.0,1.0,6.0,2.0
74125,2017-02-11 03:15:00,7.0,5.0,8.0,4.0,1.0,4.0,1.0
74126,2017-02-11 03:30:00,2.0,3.0,3.0,6.0,0.0,7.0,0.0
74127,2017-02-11 03:45:00,2.0,4.0,5.0,8.0,0.0,4.0,1.0
74128,2017-02-11 04:00:00,1.0,1.0,6.0,7.0,0.0,7.0,1.0
74129,2017-02-11 04:15:00,3.0,5.0,6.0,4.0,0.0,10.0,1.0
74130,2017-02-11 04:30:00,3.0,3.0,9.0,6.0,0.0,7.0,3.0
74131,2017-02-11 04:45:00,3.0,4.0,9.0,10.0,1.0,6.0,0.0
74132,2017-02-11 05:00:00,4.0,4.0,8.0,9.0,0.0,9.0,3.0
74133,2017-02-11 05:15:00,5.0,9.0,12.0,8.0,0.0,10.0,3.0
74134,2017-02-11 05:30:00,5.0,6.0,8.0,8.0,0.0,11.0,2.0
74135,2017-02-11 05:45:00,4.0,3.0,12.0,5.0,0.0,6.0,3.0
74136,2017-02-11 06:00:00,3.0,3.0,18.0,9.0,0.0,10.0,1.0
74137,2017-02-11 06:15:00,3.0,5.0,11.0,9.0,0.0,3.0,4.0
74138,2017-02-11 06:30:00,5.0,6.0,10.0,7.0,0.0,13.0,4.0
74139,2017-02-11 06:45:00,8.0,6.0,6.0,4.0,0.0,11.0,6.0
74140,2017-02-11 07:00:00,7.0,10.0,12.0,8.0,0.0,8.0,2.0
74141,2017-02-11 07:15:00,8.0,11.0,10.0,6.0,3.0,8.0,5.0
74142,2017-02-11 07:30:00,18.0,27.0,12.0,4.0,6.0,18.0,5.0
74143,2017-02-11 07:45:00,21.0,26.0,21.0,15.0,2.0,20.0,9.0
74144,2017-02-11 08:00:00,18.0,27.0,23.0,12.0,0.0,16.0,3.0
74145,2017-02-11 08:15:00,24.0,30.0,24.0,15.0,2.0,17.0,4.0
74146,2017-02-11 08:30:00,15.0,31.0,32.0,24.0,1.0,19.0,7.0
74147,2017-02-11 08:45:00,23.0,34.0,29.0,27.0,6.0,31.0,14.0
74148,2017-02-11 09:00:00,23.0,27.0,33.0,9.0,4.0,30.0,12.0
74149,2017-02-11 09:15:00,41.0,43.0,42.0,19.0,1.0,25.0,15.0
74150,2017-02-11 09:30:00,28.0,34.0,43.0,23.0,2.0,36.0,19.0
74151,2017-02-11 09:45:00,26.0,34.0,42.0,17.0,1.0,38.0,21.0
74152,2017-02-11 10:00:00,37.0,28.0,51.0,26.0,2.0,36.0,17.0
74153,2017-02-11 10:15:00,40.0,43.0,56.0,15.0,2.0,49.0,16.0
74154,2017-02-11 10:30:00,35.0,31.0,53.0,23.0,0.0,44.0,26.0
74155,2017-02-11 10:45:00,40.0,41.0,59.0,20.0,2.0,52.0,30.0
74156,2017-02-11 11:00:00,36.0,43.0,56.0,31.0,1.0,45.0,24.0
74157,2017-02-11 11:15:00,38.0,36.0,59.0,21.0,1.0,46.0,34.0
74158,2017-02-11 11:30:00,32.0,42.0,46.0,22.0,3.0,50.0,34.0
74159,2017-02-11 11:45:00,30.0,45.0,59.0,26.0,4.0,48.0,28.0
74160,2017-02-11 12:00:00,38.0,44.0,52.0,38.0,2.0,56.0,35.0
74161,2017-02-11 12:15:00,36.0,32.0,70.0,25.0,2.0,73.0,37.0
74162,2017-02-11 12:30:00,29.0,59.0,60.0,20.0,6.0,64.0,47.0
74163,2017-02-11 12:45:00,33.0,54.0,71.0,29.0,4.0,62.0,54.0
74164,2017-02-11 13:00:00,34.0,43.0,70.0,36.0,2.0,67.0,29.0
74165,2017-02-11 13:15:00,33.0,48.0,63.0,33.0,0.0,69.0,38.0
74166,2017-02-11 13:30:00,47.0,52.0,67.0,36.0,3.0,57.0,32.0
74167,2017-02-11 13:45:00,36.0,51.0,71.0,34.0,6.0,73.0,28.0
74168,2017-02-11 14:00:00,42.0,45.0,63.0,33.0,3.0,57.0,39.0
74169,2017-02-11 14:15:00,35.0,41.0,75.0,31.0,1.0,65.0,33.0
74170,2017-02-11 14:30:00,27.0,38.0,77.0,40.0,1.0,60.0,39.0
74171,2017-02-11 14:45:00,28.0,40.0,89.0,33.0,2.0,52.0,37.0
74172,2017-02-11 15:00:00,37.0,53.0,62.0,31.0,4.0,61.0,43.0
74173,2017-02-11 15:15:00,42.0,50.0,82.0,35.0,6.0,69.0,37.0
74174,2017-02-11 15:30:00,40.0,44.0,84.0,34.0,3.0,63.0,32.0
74175,2017-02-11 15:45:00,43.0,50.0,70.0,41.0,4.0,49.0,30.0
74176,2017-02-11 16:00:00,39.0,29.0,86.0,32.0,3.0,52.0,37.0
74177,2017-02-11 16:15:00,39.0,37.0,64.0,34.0,2.0,55.0,34.0
74178,2017-02-11 16:30:00,27.0,35.0,61.0,65.0,1.0,45.0,36.0
74179,2017-02-11 16:45:00,30.0,32.0,72.0,30.0,2.0,51.0,32.0
74180,2017-02-11 17:00:00,33.0,45.0,60.0,36.0,2.0,37.0,32.0
74181,2017-02-11 17:15:00,28.0,28.0,62.0,40.0,4.0,57.0,33.0
74182,2017-02-11 17:30:00,29.0,28.0,71.0,33.0,2.0,54.0,36.0
74183,2017-02-11 17:45:00,26.0,30.0,59.0,29.0,3.0,39.0,34.0
74184,2017-02-11 18:00:00,11.0,22.0,55.0,25.0,1.0,33.0,29.0
74185,2017-02-11 18:15:00,14.0,30.0,61.0,22.0,2.0,40.0,24.0
74186,2017-02-11 18:30:00,20.0,23.0,38.0,17.0,0.0,30.0,28.0
74187,2017-02-11 18:45:00,20.0,25.0,39.0,18.0,1.0,38.0,25.0
74188,2017-02-11 19:00:00,19.0,18.0,32.0,16.0,1.0,37.0,28.0
74189,2017-02-11 19:15:00,27.0,41.0,42.0,23.0,1.0,25.0,24.0
74190,2017-02-11 19:30:00,21.0,35.0,38.0,16.0,1.0,21.0,25.0
74191,2017-02-11 19:45:00,16.0,16.0,39.0,19.0,2.0,30.0,29.0
74192,2017-02-11 20:00:00,21.0,22.0,28.0,20.0,1.0,33.0,14.0
74193,2017-02-11 20:15:00,16.0,21.0,36.0,14.0,0.0,34.0,17.0
74194,2017-02-11 20:30:00,22.0,24.0,45.0,17.0,1.0,25.0,14.0
74195,2017-02-11 20:45:00,24.0,25.0,30.0,22.0,4.0,20.0,21.0
74196,2017-02-11 21:00:00,18.0,28.0,32.0,20.0,2.0,27.0,14.0
74197,2017-02-11 21:15:00,23.0,21.0,19.0,16.0,0.0,26.0,21.0
74198,2017-02-11 21:30:00,12.0,16.0,42.0,17.0,1.0,20.0,17.0
74199,2017-02-11 21:45:00,18.0,27.0,27.0,26.0,1.0,24.0,20.0
74200,2017-02-11 22:00:00,14.0,19.0,30.0,16.0,2.0,33.0,13.0
74201,2017-02-11 22:15:00,15.0,22.0,42.0,25.0,2.0,27.0,15.0
74202,2017-02-11 22:30:00,12.0,18.0,36.0,18.0,1.0,27.0,15.0
74203,2017-02-11 22:45:00,15.0,21.0,31.0,15.0,0.0,32.0,12.0
74204,2017-02-11 23:00:00,14.0,21.0,42.0,25.0,0.0,26.0,15.0
74205,2017-02-11 23:15:00,22.0,28.0,37.0,11.0,0.0,23.0,14.0
74206,2017-02-11 23:30:00,21.0,19.0,27.0,14.0,1.0,16.0,14.0
74207,2017-02-11 23:45:00,16.0,17.0,44.0,22.0,1.0,22.0,11.0
74208,2017-02-12 00:00:00,13.0,15.0,25.0,19.0,0.0,16.0,9.0
74209,2017-02-12 00:15:00,12.0,14.0,25.0,14.0,0.0,22.0,7.0
74210,2017-02-12 00:30:00,13.0,13.0,25.0,23.0,0.0,20.0,8.0
74211,2017-02-12 00:45:00,9.0,9.0,29.0,26.0,0.0,19.0,11.0
74212,2017-02-12 01:00:00,14.0,15.0,29.0,18.0,0.0,20.0,8.0
74213,2017-02-12 01:15:00,5.0,6.0,17.0,15.0,0.0,22.0,13.0
74214,2017-02-12 01:30:00,11.0,11.0,18.0,16.0,0.0,15.0,5.0
74215,2017-02-12 01:45:00,5.0,5.0,24.0,26.0,0.0,20.0,8.0
74216,2017-02-12 02:00:00,3.0,4.0,21.0,17.0,0.0,18.0,4.0
74217,2017-02-12 02:15:00,7.0,7.0,23.0,22.0,0.0,11.0,1.0
74218,2017-02-12 02:30:00,3.0,3.0,15.0,15.0,0.0,8.0,5.0
74219,2017-02-12 02:45:00,1.0,1.0,21.0,15.0,0.0,14.0,3.0
74220,2017-02-12 03:00:00,6.0,7.0,21.0,22.0,0.0,8.0,8.0
74221,2017-02-12 03:15:00,4.0,4.0,11.0,11.0,0.0,12.0,10.0
74222,2017-02-12 03:30:00,4.0,4.0,16.0,16.0,0.0,9.0,8.0
74223,2017-02-12 03:45:00,4.0,4.0,8.0,8.0,0.0,16.0,12.0
74224,2017-02-12 04:00:00,3.0,3.0,8.0,8.0,0.0,3.0,3.0
74225,2017-02-12 04:15:00,4.0,4.0,9.0,8.0,0.0,8.0,6.0
74226,2017-02-12 04:30:00,1.0,1.0,8.0,8.0,0.0,11.0,3.0
74227,2017-02-12 04:45:00,4.0,4.0,8.0,8.0,0.0,5.0,4.0
74228,2017-02-12 05:00:00,7.0,8.0,7.0,6.0,0.0,4.0,2.0
74229,2017-02-12 05:15:00,2.0,2.0,6.0,7.0,0.0,6.0,3.0
74230,2017-02-12 05:30:00,1.0,1.0,9.0,8.0,0.0,7.0,1.0
74231,2017-02-12 05:45:00,3.0,3.0,9.0,9.0,0.0,2.0,0.0
74232,2017-02-12 06:00:00,4.0,5.0,10.0,9.0,0.0,7.0,1.0
74233,2017-02-12 06:15:00,6.0,4.0,11.0,11.0,0.0,6.0,0.0
74234,2017-02-12 06:30:00,9.0,9.0,11.0,11.0,0.0,11.0,1.0
74235,2017-02-12 06:45:00,7.0,7.0,8.0,7.0,0.0,5.0,0.0
74236,2017-02-12 07:00:00,14.0,12.0,9.0,9.0,0.0,6.0,5.0
74237,2017-02-12 07:15:00,3.0,3.0,10.0,10.0,0.0,7.0,0.0
74238,2017-02-12 07:30:00,4.0,4.0,12.0,14.0,0.0,6.0,4.0
74239,2017-02-12 07:45:00,6.0,6.0,14.0,10.0,0.0,15.0,2.0
74240,2017-02-12 08:00:00,17.0,17.0,14.0,13.0,0.0,7.0,3.0
74241,2017-02-12 08:15:00,10.0,9.0,14.0,16.0,0.0,12.0,5.0
74242,2017-02-12 08:30:00,14.0,15.0,9.0,9.0,0.0,9.0,0.0
74243,2017-02-12 08:45:00,12.0,14.0,12.0,10.0,0.0,15.0,6.0
74244,2017-02-12 09:00:00,12.0,15.0,16.0,13.0,0.0,15.0,5.0
74245,2017-02-12 09:15:00,25.0,30.0,19.0,15.0,0.0,13.0,3.0
74246,2017-02-12 09:30:00,25.0,33.0,20.0,18.0,0.0,15.0,11.0
74247,2017-02-12 09:45:00,18.0,24.0,30.0,27.0,0.0,32.0,4.0
74248,2017-02-12 10:00:00,28.0,37.0,31.0,24.0,0.0,20.0,4.0
74249,2017-02-12 10:15:00,29.0,31.0,39.0,25.0,0.0,29.0,10.0
74250,2017-02-12 10:30:00,28.0,41.0,26.0,23.0,0.0,22.0,11.0
74251,2017-02-12 10:45:00,31.0,49.0,41.0,30.0,0.0,34.0,19.0
74252,2017-02-12 11:00:00,24.0,35.0,37.0,33.0,0.0,30.0,15.0
74253,2017-02-12 11:15:00,34.0,49.0,39.0,22.0,0.0,33.0,18.0
74254,2017-02-12 11:30:00,24.0,35.0,30.0,24.0,0.0,31.0,22.0
74255,2017-02-12 11:45:00,34.0,47.0,38.0,28.0,2.0,35.0,22.0
74256,2017-02-12 12:00:00,29.0,40.0,47.0,28.0,0.0,51.0,22.0
74257,2017-02-12 12:15:00,30.0,44.0,51.0,31.0,1.0,50.0,23.0
74258,2017-02-12 12:30:00,34.0,53.0,44.0,29.0,0.0,44.0,27.0
74259,2017-02-12 12:45:00,50.0,54.0,56.0,26.0,2.0,50.0,31.0
74260,2017-02-12 13:00:00,35.0,47.0,61.0,37.0,4.0,37.0,28.0
74261,2017-02-12 13:15:00,32.0,52.0,70.0,35.0,2.0,52.0,24.0
74262,2017-02-12 13:30:00,29.0,49.0,52.0,30.0,2.0,38.0,25.0
74263,2017-02-12 13:45:00,35.0,57.0,58.0,36.0,3.0,52.0,20.0
74264,2017-02-12 14:00:00,45.0,58.0,59.0,30.0,6.0,48.0,26.0
74265,2017-02-12 14:15:00,31.0,58.0,74.0,44.0,3.0,48.0,25.0
74266,2017-02-12 14:30:00,34.0,45.0,59.0,39.0,4.0,42.0,26.0
74267,2017-02-12 14:45:00,33.0,54.0,64.0,34.0,2.0,54.0,32.0
74268,2017-02-12 15:00:00,41.0,56.0,64.0,29.0,4.0,50.0,28.0
74269,2017-02-12 15:15:00,30.0,53.0,67.0,45.0,4.0,58.0,34.0
74270,2017-02-12 15:30:00,22.0,39.0,63.0,37.0,8.0,65.0,27.0
74271,2017-02-12 15:45:00,33.0,52.0,77.0,43.0,0.0,43.0,20.0
74272,2017-02-12 16:00:00,44.0,59.0,73.0,34.0,1.0,36.0,39.0
74273,2017-02-12 16:15:00,30.0,42.0,77.0,46.0,2.0,53.0,36.0
74274,2017-02-12 16:30:00,24.0,45.0,77.0,47.0,2.0,31.0,24.0
74275,2017-02-12 16:45:00,38.0,50.0,75.0,47.0,3.0,52.0,26.0
74276,2017-02-12 17:00:00,25.0,39.0,74.0,42.0,3.0,37.0,32.0
74277,2017-02-12 17:15:00,27.0,38.0,59.0,43.0,3.0,39.0,38.0
74278,2017-02-12 17:30:00,31.0,39.0,80.0,30.0,1.0,47.0,33.0
74279,2017-02-12 17:45:00,23.0,40.0,64.0,46.0,3.0,45.0,20.0
74280,2017-02-12 18:00:00,26.0,32.0,63.0,40.0,1.0,35.0,21.0
74281,2017-02-12 18:15:00,27.0,33.0,52.0,32.0,0.0,34.0,34.0
74282,2017-02-12 18:30:00,26.0,37.0,43.0,28.0,0.0,29.0,16.0
74283,2017-02-12 18:45:00,20.0,33.0,37.0,18.0,2.0,33.0,24.0
74284,2017-02-12 19:00:00,16.0,28.0,45.0,21.0,2.0,35.0,17.0
74285,2017-02-12 19:15:00,20.0,21.0,45.0,12.0,1.0,25.0,18.0
74286,2017-02-12 19:30:00,21.0,26.0,47.0,22.0,0.0,32.0,17.0
74287,2017-02-12 19:45:00,17.0,24.0,35.0,14.0,3.0,36.0,17.0
74288,2017-02-12 20:00:00,15.0,22.0,44.0,17.0,0.0,23.0,16.0
74289,2017-02-12 20:15:00,18.0,21.0,35.0,24.0,1.0,28.0,20.0
74290,2017-02-12 20:30:00,17.0,23.0,35.0,21.0,1.0,30.0,22.0
74291,2017-02-12 20:45:00,12.0,19.0,30.0,17.0,0.0,23.0,16.0
74292,2017-02-12 21:00:00,14.0,17.0,33.0,23.0,0.0,24.0,17.0
74293,2017-02-12 21:15:00,11.0,16.0,34.0,17.0,2.0,27.0,19.0
74294,2017-02-12 21:30:00,16.0,18.0,17.0,11.0,3.0,25.0,13.0
74295,2017-02-12 21:45:00,12.0,17.0,30.0,16.0,0.0,21.0,17.0
74296,2017-02-12 22:00:00,7.0,12.0,20.0,12.0,0.0,36.0,10.0
74297,2017-02-12 22:15:00,10.0,15.0,37.0,15.0,0.0,16.0,7.0
74298,2017-02-12 22:30:00,16.0,17.0,26.0,10.0,0.0,17.0,10.0
74299,2017-02-12 22:45:00,8.0,9.0,17.0,7.0,0.0,24.0,13.0
74300,2017-02-12 23:00:00,9.0,9.0,12.0,13.0,0.0,21.0,8.0
74301,2017-02-12 23:15:00,5.0,6.0,19.0,11.0,1.0,14.0,5.0
74302,2017-02-12 23:30:00,4.0,5.0,16.0,6.0,1.0,16.0,4.0
74303,2017-02-12 23:45:00,1.0,3.0,14.0,8.0,0.0,9.0,5.0
74304,2017-02-13 00:00:00,6.0,6.0,16.0,13.0,0.0,15.0,2.0
74305,2017-02-13 00:15:00,3.0,3.0,12.0,13.0,0.0,11.0,4.0
74306,2017-02-13 00:30:00,0.0,0.0,6.0,4.0,0.0,7.0,2.0
74307,2017-02-13 00:45:00,3.0,3.0,6.0,6.0,0.0,10.0,1.0
74308,2017-02-13 01:00:00,3.0,4.0,11.0,5.0,1.0,13.0,2.0
74309,2017-02-13 01:15:00,4.0,4.0,1.0,3.0,0.0,4.0,4.0
74310,2017-02-13 01:30:00,3.0,3.0,11.0,11.0,0.0,9.0,3.0
74311,2017-02-13 01:45:00,1.0,1.0,9.0,6.0,2.0,6.0,3.0
74312,2017-02-13 02:00:00,3.0,3.0,8.0,4.0,0.0,6.0,2.0
74313,2017-02-13 02:15:00,0.0,0.0,6.0,6.0,0.0,3.0,0.0
74314,2017-02-13 02:30:00,2.0,3.0,4.0,4.0,0.0,2.0,1.0
74315,2017-02-13 02:45:00,1.0,3.0,2.0,3.0,0.0,3.0,0.0
74316,2017-02-13 03:00:00,0.0,0.0,5.0,5.0,0.0,7.0,0.0
74317,2017-02-13 03:15:00,2.0,2.0,0.0,0.0,0.0,4.0,1.0
74318,2017-02-13 03:30:00,1.0,2.0,7.0,7.0,0.0,2.0,0.0
74319,2017-02-13 03:45:00,6.0,6.0,3.0,5.0,1.0,3.0,0.0
