,11,21,22,31,41,51,61,71,81,82,91,101,111,121,122
206,120.0,67.0,50.0,31.0,24.0,84.0,51.0,48.0,52.0,48.0,24.0,13.0,94.0,58.0,38.0
207,117.0,66.0,48.0,30.0,24.5,86.0,52.5,47.5,54.0,47.5,25.0,12.0,90.5,59.0,36.5
208,120.5,64.0,46.0,30.0,23.0,82.5,51.0,46.0,52.0,44.5,22.0,13.0,95.0,61.0,37.0
209,108.0,62.0,44.0,26.0,20.0,75.0,45.0,46.0,52.0,47.0,26.0,12.0,85.0,56.0,33.0
210,96.0,61.0,42.0,29.0,19.0,67.0,45.0,43.0,48.0,42.0,25.0,12.0,78.0,51.0,29.0
211,85.0,55.0,33.0,24.0,19.0,67.0,37.5,40.0,48.0,38.0,23.0,10.5,74.0,47.5,24.0
212,79.0,51.5,30.0,22.0,18.5,65.0,38.5,36.0,47.0,39.0,22.5,9.0,73.0,46.0,23.0
213,67.0,52.0,26.0,23.0,21.0,64.0,38.0,34.0,41.0,35.0,22.0,9.0,65.0,40.0,20.0
214,61.0,51.0,26.0,23.0,21.0,62.0,40.0,32.0,42.0,34.0,21.0,9.0,64.0,40.0,19.0
215,55.0,46.0,21.0,21.0,20.0,60.0,33.0,33.0,44.0,35.0,24.0,8.0,57.0,37.0,15.0
216,56.0,47.0,22.0,19.0,19.0,59.0,30.0,31.0,41.0,32.0,21.0,8.0,60.0,35.0,15.0
217,51.0,45.5,21.0,21.0,17.5,56.0,30.0,26.0,39.0,29.0,18.0,7.0,54.0,35.0,14.0
218,44.5,43.5,18.0,18.0,16.0,48.0,31.0,24.0,37.0,27.0,18.0,7.0,52.0,32.0,13.0
219,42.0,40.0,15.0,17.5,15.0,44.0,27.0,24.0,36.0,24.5,17.5,6.5,46.0,30.0,12.0
220,36.0,38.0,15.0,14.0,14.0,40.0,23.0,24.0,33.0,26.0,17.0,7.0,43.0,29.0,11.0
